"TF","Name","TotalWord","Frequency","URL","IDF"
"0.0118764845605701","969421E59FC29AD81E15DEA031C95AAC.txt","421","5","https://www.itv.com/news/2021-02-24/covid-uk-deaths-rise-by-442-as-9938-new-coronavirus-cases-reported",""
"0.00525210084033613","9E7812CD62EEBF03078D07ECD6A6495F.txt","952","5","https://www.fox13news.com/news/covid-19-antibodies-were-present-for-up-to-3-months-in-people-infected-with-coronavirus-nih-study-finds?taid=6036e506c43055000161cde5&utm_campaign=trueanthem&utm_medium=trueanthem&utm_source=twitter",""
"0.00840336134453781","A2B7C99852A52275A36ACCF1250F855D.txt","238","2","https://pubmed.ncbi.nlm.nih.gov/33624754/?utm_source=dlvr.it&utm_medium=twitter&utm_campaign=None&utm_content=1puh2wJZbabCSbgP1xDiqbTj5lc87SYJO2zjg0T1f5nMvhgsQs&fc=None&ff=20210224190421&v=2.14.2",""
"0.00516351118760757","ACF028E406642E51A68FB97F2970677A.txt","581","3","https://abc17news.com/news/moberly/2021/02/24/about-2200-to-receive-second-coronavirus-vaccine-dose-in-moberly/",""
"0.0114942528735632","B5A060E2C90BC12DC31524CB5E79D8F5.txt","435","5","http://www.dailyfinland.fi/national/20398/Models-made-to-ensure-coronavirus-safety-in-cruise-ships",""
"0.00525210084033613","BB1721D4FA3F772CFC1F4C38A76B8660.txt","952","5","https://www.fox5dc.com/news/covid-19-antibodies-were-present-for-up-to-3-months-in-people-infected-with-coronavirus-nih-study-finds?taid=6036e506093c480001e4b771&utm_campaign=trueanthem&utm_medium=trueanthem&utm_source=twitter",""
"0.00836820083682008","BDD91C894A747CF2A2ABBAD343BC3C6E.txt","239","2","https://english.kyodonews.net/news/2021/02/0c4c6a8012f8-japan-wont-require-olympic-vaccinations-despite-appeal.html",""
"0.00273037542662116","BF16F613E4CF77B8A872E9DED9DD11D9.txt","1465","4","https://www.aurora-il.org/2237/Coronavirus-Emergency-Relief-Fund-CERF",""
"0.00547195622435021","C24D19EAF19E573D59B025D4CD7831CE.txt","731","4","https://www.bbc.com/news/world-51235105",""
"0.0132450331125828","CC4F491F428ABBFC79BECBB0238C37F0.txt","151","2","https://patch.com/virginia/tysonscorner/provision-tying-metro-funding-station-name-dropped-patch-pm?utm_source=twitter.com&utm_medium=social&utm_term=community+corner&utm_campaign=autopost&utm_content=tysonscorner",""
"0.00462962962962963","CD7DA48D68674AC3D3D75F509217EB8F.txt","432","2","https://www.itv.com/news/wales/2021-02-24/gp-referrals-for-mental-health-support-drop-during-coronavirus-pandemic-as-people-are-reluctant-or-unable-at-get-help?fbclid=IwAR3u-Vjmx7R25haSPyEOFQsRCBZIAf2nlAsDR1aKguU1okIItaf6rpAgiFE",""
"0.00529100529100529","CEF32C711D3678D34EF809B7E49C459C.txt","378","2","https://designtaxi.com/news/413197/Japan-Appoints-Minister-Of-Loneliness-To-Tackle-Social-Isolation-In-The-Country/",""
"0.0178571428571429","D07F3AC0621534AC2097036E178A25C2.txt","112","2","https://www.romseyadvertiser.co.uk/news/19114062.woman-man-summoned-court-breaching-coroanvirus-rules-near-romsey-hampshire-police-reveal/?ref=twtrec",""
"0.00655737704918033","D7553ADB66028E01145214C1E3311773.txt","610","4","https://www.ndtv.com/india-news/coronavirus-vaccination-2nd-phase-medical-certificate-needed-for-over-45s-in-2nd-phase-of-covid-vaccines-2377903",""
"0.00689655172413793","E0C991430BB22C4D919AFA51BCA4E640.txt","290","2","https://nuzzel.com/FinanzLinksCom/2021/02/25?utm_medium=referral&utm_campaign=ashare&utm_source=twitter",""
"0.00354609929078014","E33AC29A4C458D5F00AC34D20B12D807.txt","564","2","https://exbulletin.com/world/health/759853/",""
"0.0181818181818182","E5D6AB0AB80007926B4842F41BC43777.txt","165","3","https://pubmed.ncbi.nlm.nih.gov/33624968/?utm_source=dlvr.it&utm_medium=twitter&utm_campaign=None&utm_content=1puh2wJZbabCSbgP1xDiqbTj5lc87SYJO2zjg0T1f5nMvhgsQs&fc=None&ff=20210224190421&v=2.14.2",""
"0.00334448160535117","EA31B9D2101D0C98914F1BF44E7C9BFE.txt","598","2","https://www.treatingpain.com/coronavirus/",""
"0.00526315789473684","F20D8E5592B62B156DBB289A8DD4B8CC.txt","950","5","https://www.fox5ny.com/news/covid-19-antibodies-were-present-for-up-to-3-months-in-people-infected-with-coronavirus-nih-study-finds?taid=6036e2afc43055000161cddb&utm_campaign=trueanthem&utm_medium=trueanthem&utm_source=twitter",""
"0.00845665961945032","F5F715AFFC5A553E4002A4DCA8A25EE1.txt","473","4","https://freebeacon.com/coronavirus/newsom-holds-indoor-event-at-restaurant-barred-from-offering-indoor-dining/",""
"0.0122249388753056","FB48174A4E3A0EE83503C348E4E7DA98.txt","409","5","https://www.express.co.uk/showbiz/tv-radio/1401845/Covid-vaccine-Professor-Van-Tam-Piers-Morgan-GMB-coronavirus-latest-video-vn",""
"0.00146627565982405","FB9DE3C112D6FF1C89B661F90C21379C.txt","1364","2","https://exbulletin.com/world/health/759810/",""
"0.0410958904109589","FCA1096A9231ABAC93CC9864DA4488AD.txt","73","3","https://www.hiindia.com/blog/2021/02/24/coronavirus-in-illinois-updates-pritzker-expects-100k-daily-vaccine-doses-by-next-month-as-2022-new-covid-19-cases-and-44-more-deaths-reported-wednesday/?utm_source=dlvr.it&utm_medium=twitter",""
"0.00949367088607595","FCCF07AD69F4CF92180A0160207F1697.txt","316","3","https://www.parkrapidsenterprise.com/newsmd/coronavirus/6888031-COVID-19-Vaccine-Tracker-for-Minnesota",""
"0.0231660231660232","FDFE0831DD40F62703EDCFE0DA66376C.txt","259","6","https://wtop.com/coronavirus/2021/02/coronavirus-test-results-in-dc-maryland-and-virginia/",""
